post_id,date,month,platform,topic,text,likes,retweets,sentiment,predicted_sentiment
POST01123,2025-12-03 09:00,2025-12,Twitter,streaming app,"The customer service for streaming app was fantastic, quick and helpful. 😊",7,1,Positive,Positive
POST01768,2025-06-06 13:00,2025-06,Twitter,online banking app,"Super smooth experience with online banking app today, very happy customer here. 😊",35,17,Positive,Positive
POST00009,2025-02-10 17:00,2025-02,YouTube,airline service,"Terrible customer support for airline service, waited hours for a reply. 👎",18,0,Negative,Negative
POST01015,2025-12-19 15:00,2025-12,Twitter,laptop brand,"Best laptop brand I've used so far, highly recommend it to everyone!",12,10,Positive,Positive
POST01814,2025-07-05 23:00,2025-07,Facebook,laptop brand,Loved the laptop brand at first but the recent update is buggy.,40,1,Negative,Negative
POST01061,2025-09-24 09:00,2025-09,Twitter,electric car,"The customer service for electric car was fantastic, quick and helpful. 👍",8,2,Positive,Positive
POST00453,2025-08-11 20:00,2025-08,YouTube,airline service,Here's a quick overview of the new airline service update. 🤔,6,1,Neutral,Neutral
POST01676,2025-12-21 09:00,2025-12,Facebook,customer support,"Extremely poor service from customer support, never again.",3,0,Negative,Negative
POST00254,2025-09-29 16:00,2025-09,Twitter,fitness tracker,"Saw an ad for fitness tracker today, might check it out later.",1,1,Neutral,Neutral
POST01328,2025-04-20 21:00,2025-04,YouTube,e-commerce sale,The e-commerce sale is scheduled for release next week.,3,1,Neutral,Neutral
POST00897,2025-02-06 02:00,2025-02,YouTube,cloud gaming service,"Worst experience ever with cloud gaming service, would not recommend. 👎",6,3,Negative,Negative
POST01911,2025-01-13 18:00,2025-01,Instagram,airline service,"The airline service is fine, price is a bit high though.",1,9,Neutral,Neutral
POST00881,2025-06-16 11:00,2025-06,Twitter,e-commerce sale,"The customer service for e-commerce sale was fantastic, quick and helpful. 👍",2,12,Positive,Positive
POST01596,2025-09-13 21:00,2025-09,Twitter,electric car,"Super smooth experience with electric car today, very happy customer here. 👍",52,18,Positive,Positive
POST01909,2025-06-11 12:00,2025-06,Instagram,customer support,"Decent customer support, does the job but support could be faster.",20,1,Neutral,Neutral
POST00624,2025-06-19 23:00,2025-06,Instagram,new movie release,"The new movie release was launched today, here are the specifications. 🤔",20,0,Neutral,Neutral
POST00346,2025-05-08 05:00,2025-05,YouTube,e-commerce sale,"The e-commerce sale broke down after just one week, very poor quality. 👎",4,5,Negative,Negative
POST01719,2025-07-20 09:00,2025-07,YouTube,streaming app,"Worst experience ever with streaming app, would not recommend. 😡",4,0,Negative,Negative
POST00263,2025-08-19 18:00,2025-08,Twitter,new movie release,Why is new movie release so slow today? Getting really annoyed. 👎,6,2,Negative,Negative
POST01635,2025-10-15 20:00,2025-10,Facebook,laptop brand,"Huge shoutout to the team behind laptop brand, amazing job!",9,20,Positive,Positive
POST01322,2025-10-24 03:00,2025-10,Twitter,food delivery app,"Feeling let down by food delivery app, it just doesn't work as promised. 👎",0,6,Negative,Negative
POST01439,2025-03-31 16:00,2025-03,Instagram,cloud gaming service,"Just started using cloud gaming service, will share my thoughts soon. 🤔",2,5,Neutral,Neutral
POST00151,2025-11-06 08:00,2025-11,Facebook,customer support,"Just started using customer support, will share my thoughts soon. 🤔",9,2,Neutral,Neutral
POST00473,2025-05-18 15:00,2025-05,Facebook,online banking app,"Best online banking app I've used so far, highly recommend it to everyone! 😊",3,4,Positive,Positive
POST00641,2025-02-16 20:00,2025-02,Facebook,new movie release,"Extremely poor service from new movie release, never again.",0,3,Negative,Negative
POST02003,2025-06-28 22:00,2025-06,Twitter,food delivery app,"Mixed feelings about food delivery app, some parts great some not.",4,0,Neutral,Neutral
POST01903,2025-05-25 05:00,2025-05,Instagram,new smartphone,"Decent new smartphone, does the job but support could be faster.",0,3,Neutral,Neutral
POST00551,2025-07-20 09:00,2025-07,Instagram,fitness tracker,"Absolutely loving the fitness tracker, works flawlessly! #happy 🔥",9,2,Positive,Positive
POST01798,2025-05-08 08:00,2025-05,Instagram,electric car,"The electric car keeps crashing, so frustrating to deal with. 👎",24,3,Negative,Negative
POST00929,2025-04-12 14:00,2025-04,Twitter,electric car,"The electric car was launched today, here are the specifications. 🤔",3,12,Neutral,Neutral
POST00489,2025-10-16 20:00,2025-10,Twitter,cloud gaming service,Comparing cloud gaming service with other options currently available.,0,15,Neutral,Neutral
POST01830,2025-06-05 07:00,2025-06,Facebook,electric car,"The electric car is fine, price is a bit high though.",37,12,Neutral,Neutral
POST01172,2025-02-02 03:00,2025-02,Facebook,streaming app,The streaming app has some new features this month. 🤔,22,11,Neutral,Neutral
POST00147,2025-10-06 07:00,2025-10,Twitter,customer support,"Worst experience ever with customer support, would not recommend. 👎",1,0,Negative,Negative
POST01721,2025-02-06 16:00,2025-02,YouTube,customer support,"Terrible customer support for customer support, waited hours for a reply. 👎",0,1,Negative,Negative
POST01949,2025-01-06 17:00,2025-01,YouTube,electric car,"Decent electric car, does the job but support could be faster.",5,2,Neutral,Neutral
POST00403,2025-03-26 10:00,2025-03,Instagram,e-commerce sale,"Extremely poor service from e-commerce sale, never again.",7,1,Negative,Negative
POST00955,2025-07-08 22:00,2025-07,YouTube,fitness tracker,"Just started using fitness tracker, will share my thoughts soon.",10,2,Neutral,Neutral
POST01898,2025-04-23 12:00,2025-04,Twitter,customer support,Loved the customer support at first but the recent update is buggy.,4,2,Negative,Negative
POST00660,2025-05-24 15:00,2025-05,Facebook,online banking app,"The online banking app keeps crashing, so frustrating to deal with. 😞",24,7,Negative,Negative
POST01373,2025-10-13 01:00,2025-10,Twitter,airline service,"Just started using airline service, will share my thoughts soon.",6,0,Neutral,Neutral
POST00464,2025-02-13 19:00,2025-02,YouTube,cloud gaming service,"Terrible customer support for cloud gaming service, waited hours for a reply. 😞",3,0,Negative,Negative
POST01350,2025-02-16 07:00,2025-02,Facebook,online banking app,"Terrible customer support for online banking app, waited hours for a reply. 😞",22,0,Negative,Negative
POST00187,2025-08-22 09:00,2025-08,Facebook,electric car,"Saw an ad for electric car today, might check it out later.",11,4,Neutral,Neutral
POST01148,2025-04-13 19:00,2025-04,YouTube,airline service,"Not happy at all with airline service, total waste of money. 😞",2,21,Negative,Negative
POST01225,2025-07-30 18:00,2025-07,Facebook,food delivery app,Here's a quick overview of the new food delivery app update.,1,3,Neutral,Neutral
POST00609,2025-05-17 17:00,2025-05,Instagram,food delivery app,"Really disappointed with food delivery app, expected way better. 😞",9,0,Negative,Negative
POST00144,2025-12-19 19:00,2025-12,YouTube,customer support,"Great value for money with customer support, totally worth it. 👍",3,11,Positive,Positive
POST00752,2025-05-31 14:00,2025-05,Facebook,customer support,"Not sure yet what to think about customer support, still testing it out. 🤔",25,3,Neutral,Neutral
POST01535,2025-06-18 09:00,2025-06,Instagram,food delivery app,"The food delivery app was launched today, here are the specifications. 🤔",5,5,Neutral,Neutral
POST00982,2025-10-14 06:00,2025-10,YouTube,streaming app,"The streaming app update ruined everything, please fix this asap.",17,0,Negative,Negative
POST00198,2025-07-22 00:00,2025-07,Twitter,laptop brand,"Terrible customer support for laptop brand, waited hours for a reply. 😡",2,1,Negative,Negative
POST01634,2025-03-27 01:00,2025-03,Instagram,airline service,Comparing airline service with other options currently available. 🤔,0,2,Neutral,Neutral
POST00884,2025-07-06 12:00,2025-07,Facebook,electric car,"Terrible customer support for electric car, waited hours for a reply.",2,1,Negative,Negative
POST00280,2025-08-18 07:00,2025-08,Facebook,new movie release,"Really impressed by how well new movie release performs, well done! 🔥",21,8,Positive,Positive
POST00294,2025-09-13 19:00,2025-09,Twitter,airline service,"Really impressed by how well airline service performs, well done! 😊",6,8,Positive,Positive
POST01842,2025-10-25 20:00,2025-10,Instagram,online banking app,"Decent online banking app, does the job but support could be faster.",5,5,Neutral,Neutral
POST00401,2025-09-28 22:00,2025-09,YouTube,fitness tracker,Here's a quick overview of the new fitness tracker update. 🤔,0,0,Neutral,Neutral
POST00123,2025-05-13 10:00,2025-05,Facebook,food delivery app,The food delivery app has some new features this month.,28,0,Neutral,Neutral
POST01208,2025-11-17 14:00,2025-11,Facebook,streaming app,"Absolutely loving the streaming app, works flawlessly! #happy 😊",6,16,Positive,Positive
POST00203,2025-06-05 15:00,2025-06,Twitter,new smartphone,"Just tried the new smartphone and I'm impressed, great experience overall. 😊",11,5,Positive,Positive
POST01463,2025-07-10 08:00,2025-07,Twitter,electric car,"Read an article about electric car today, fairly informative.",0,0,Neutral,Neutral
POST00836,2025-09-30 16:00,2025-09,Twitter,new movie release,"Just tried the new movie release and I'm impressed, great experience overall. 😊",48,4,Positive,Positive
POST00247,2025-02-06 12:00,2025-02,Facebook,fitness tracker,"Really disappointed with fitness tracker, expected way better.",5,2,Negative,Negative
POST01440,2025-02-28 19:00,2025-02,YouTube,laptop brand,"Huge shoutout to the team behind laptop brand, amazing job! 😊",12,5,Positive,Positive
POST01734,2025-01-12 18:00,2025-01,Instagram,cloud gaming service,"The customer service for cloud gaming service was fantastic, quick and helpful.",9,32,Positive,Positive
POST01771,2025-08-06 21:00,2025-08,Twitter,new movie release,"Really impressed by how well new movie release performs, well done! 🔥",23,20,Positive,Positive
POST01922,2025-03-24 02:00,2025-03,Facebook,streaming app,"Decent streaming app, does the job but support could be faster.",3,1,Neutral,Neutral
POST01708,2025-05-13 03:00,2025-05,Instagram,food delivery app,The food delivery app has some new features this month. 🤔,0,2,Neutral,Neutral
POST01901,2025-04-10 08:00,2025-04,YouTube,laptop brand,"The laptop brand is okay I guess, nothing special but works.",3,1,Neutral,Neutral
POST01154,2025-09-21 22:00,2025-09,Twitter,e-commerce sale,"The e-commerce sale update ruined everything, please fix this asap.",3,0,Negative,Negative
POST01662,2025-10-11 23:00,2025-10,Instagram,online banking app,"Not sure yet what to think about online banking app, still testing it out.",9,0,Neutral,Neutral
POST01427,2025-07-24 15:00,2025-07,YouTube,new smartphone,"Really impressed by how well new smartphone performs, well done!",12,1,Positive,Positive
POST00385,2025-04-06 23:00,2025-04,YouTube,customer support,"Terrible customer support for customer support, waited hours for a reply. 😡",13,3,Negative,Negative
POST01776,2025-07-07 04:00,2025-07,Twitter,streaming app,"Extremely poor service from streaming app, never again. 👎",1,0,Negative,Negative
POST00855,2025-11-03 16:00,2025-11,Twitter,food delivery app,"Really impressed by how well food delivery app performs, well done! 🔥",1,4,Positive,Positive
POST01590,2025-10-24 20:00,2025-10,YouTube,customer support,"Absolutely loving the customer support, works flawlessly! #happy ❤️",30,3,Positive,Positive
POST00220,2025-11-08 04:00,2025-11,Facebook,airline service,"Just tried the airline service and I'm impressed, great experience overall. 🔥",25,6,Positive,Positive
POST00642,2025-07-15 11:00,2025-07,Facebook,streaming app,"Best streaming app I've used so far, highly recommend it to everyone! ❤️",39,0,Positive,Positive
POST00002,2025-02-22 21:00,2025-02,Instagram,food delivery app,"Extremely poor service from food delivery app, never again. 😡",2,0,Negative,Negative
POST00113,2025-03-25 09:00,2025-03,Twitter,electric car,"The electric car was launched today, here are the specifications. 🤔",14,2,Neutral,Neutral
POST00699,2025-07-11 00:00,2025-07,Instagram,fitness tracker,"Super smooth experience with fitness tracker today, very happy customer here.",39,6,Positive,Positive
POST01936,2025-02-03 10:00,2025-02,Facebook,customer support,Loved the customer support at first but the recent update is buggy.,19,1,Negative,Negative
POST00952,2025-12-03 15:00,2025-12,YouTube,e-commerce sale,"Read an article about e-commerce sale today, fairly informative.",1,2,Neutral,Neutral
POST01649,2025-06-18 04:00,2025-06,YouTube,food delivery app,The food delivery app has some new features this month.,33,3,Neutral,Neutral
POST01637,2025-06-15 05:00,2025-06,Facebook,airline service,"Just started using airline service, will share my thoughts soon.",9,8,Neutral,Neutral
POST01766,2025-04-04 14:00,2025-04,YouTube,electric car,"Super smooth experience with electric car today, very happy customer here. ❤️",15,7,Positive,Positive
POST01411,2025-02-28 23:00,2025-02,Twitter,fitness tracker,"The fitness tracker update ruined everything, please fix this asap. 😞",9,1,Negative,Negative
POST01410,2025-07-01 08:00,2025-07,Facebook,new movie release,"Feeling let down by new movie release, it just doesn't work as promised. 😡",7,0,Positive,Negative
POST01534,2025-12-20 13:00,2025-12,Instagram,electric car,"Just tried the electric car and I'm impressed, great experience overall. 🔥",5,12,Positive,Positive
POST01292,2025-07-25 22:00,2025-07,YouTube,streaming app,"Attended a webinar about streaming app, learned a few things. 🤔",0,2,Neutral,Neutral
POST01827,2025-07-25 19:00,2025-07,YouTube,customer support,"The customer support is fine, price is a bit high though.",2,2,Neutral,Neutral
POST00442,2025-12-09 01:00,2025-12,Twitter,new smartphone,"Absolutely loving the new smartphone, works flawlessly! #happy ❤️",93,3,Negative,Positive
POST01521,2025-05-24 21:00,2025-05,Twitter,electric car,Here's a quick overview of the new electric car update. 🤔,4,8,Neutral,Neutral
POST01137,2025-12-11 18:00,2025-12,Instagram,new movie release,"Huge shoutout to the team behind new movie release, amazing job!",1,4,Positive,Positive
POST01716,2025-05-21 22:00,2025-05,Twitter,online banking app,"Attended a webinar about online banking app, learned a few things.",12,9,Neutral,Neutral
POST01257,2025-05-22 15:00,2025-05,Twitter,new smartphone,"Just tried the new smartphone and I'm impressed, great experience overall.",3,6,Positive,Positive
POST01883,2025-05-05 06:00,2025-05,YouTube,streaming app,"Mixed feelings about streaming app, some parts great some not.",26,0,Neutral,Neutral
POST01632,2025-01-09 13:00,2025-01,Twitter,food delivery app,"Absolutely loving the food delivery app, works flawlessly! #happy 😊",12,0,Positive,Positive
POST01696,2025-01-09 20:00,2025-01,Facebook,cloud gaming service,"The cloud gaming service broke down after just one week, very poor quality. 😡",17,0,Negative,Negative
POST01398,2025-03-25 12:00,2025-03,Instagram,new smartphone,Comparing new smartphone with other options currently available.,8,5,Neutral,Neutral
POST00664,2025-12-30 16:00,2025-12,Facebook,airline service,Comparing airline service with other options currently available. 🤔,17,0,Neutral,Neutral
POST01854,2025-10-05 23:00,2025-10,Twitter,new smartphone,"The new smartphone is okay I guess, nothing special but works.",7,1,Neutral,Neutral
POST01258,2025-10-25 15:00,2025-10,Facebook,electric car,"Attended a webinar about electric car, learned a few things.",5,5,Neutral,Neutral
POST01792,2025-09-08 17:00,2025-09,YouTube,airline service,The airline service is scheduled for release next week. 🤔,7,6,Neutral,Neutral
POST01701,2025-03-28 14:00,2025-03,YouTube,cloud gaming service,"The cloud gaming service keeps crashing, so frustrating to deal with.",10,3,Negative,Negative
POST00318,2025-02-09 18:00,2025-02,YouTube,laptop brand,"Worst experience ever with laptop brand, would not recommend. 👎",2,9,Negative,Negative
POST00649,2025-03-03 14:00,2025-03,Instagram,cloud gaming service,"Not sure yet what to think about cloud gaming service, still testing it out. 🤔",8,2,Neutral,Neutral
POST01435,2025-05-25 22:00,2025-05,Instagram,streaming app,"The streaming app was launched today, here are the specifications.",10,7,Neutral,Neutral
POST01480,2025-06-06 09:00,2025-06,Twitter,customer support,"Saw an ad for customer support today, might check it out later. 🤔",58,1,Neutral,Neutral
POST00710,2025-08-31 22:00,2025-08,Facebook,fitness tracker,"Best fitness tracker I've used so far, highly recommend it to everyone! 🔥",53,4,Positive,Positive
POST01383,2025-01-28 07:00,2025-01,Instagram,food delivery app,"Best food delivery app I've used so far, highly recommend it to everyone! 😊",12,10,Positive,Positive
POST01283,2025-08-14 21:00,2025-08,Instagram,laptop brand,"The laptop brand was launched today, here are the specifications. 🤔",9,5,Neutral,Neutral
POST01769,2025-02-09 23:00,2025-02,Twitter,cloud gaming service,Why is cloud gaming service so slow today? Getting really annoyed. 😡,9,2,Negative,Negative
POST00973,2025-11-01 20:00,2025-11,Twitter,electric car,The electric car has some new features this month. 🤔,22,2,Neutral,Neutral
POST00628,2025-08-03 05:00,2025-08,YouTube,customer support,Comparing customer support with other options currently available.,12,5,Neutral,Neutral
POST00633,2025-11-01 19:00,2025-11,Facebook,airline service,"The airline service update ruined everything, please fix this asap. 😡",2,1,Negative,Negative
POST01307,2025-12-04 17:00,2025-12,YouTube,cloud gaming service,"Extremely poor service from cloud gaming service, never again.",19,11,Positive,Negative
POST01401,2025-07-08 16:00,2025-07,Twitter,cloud gaming service,"Saw an ad for cloud gaming service today, might check it out later.",2,0,Neutral,Neutral
POST01409,2025-09-19 13:00,2025-09,Twitter,new smartphone,"Not happy at all with new smartphone, total waste of money. 😡",15,1,Negative,Negative
POST01249,2025-06-05 15:00,2025-06,Instagram,streaming app,"Really impressed by how well streaming app performs, well done! 👍",5,8,Positive,Positive
POST01973,2025-06-07 13:00,2025-06,Facebook,online banking app,"Decent online banking app, does the job but support could be faster.",1,4,Neutral,Neutral
POST01255,2025-11-24 20:00,2025-11,Facebook,online banking app,"The online banking app update ruined everything, please fix this asap. 😡",4,2,Negative,Negative
POST01497,2025-12-14 05:00,2025-12,YouTube,online banking app,"Just started using online banking app, will share my thoughts soon.",9,1,Neutral,Neutral
POST01372,2025-12-29 13:00,2025-12,YouTube,electric car,"The customer service for electric car was fantastic, quick and helpful. 👍",22,3,Positive,Positive
POST01530,2025-05-21 03:00,2025-05,YouTube,customer support,"Really impressed by how well customer support performs, well done! ❤️",27,10,Positive,Positive
POST01664,2025-02-06 10:00,2025-02,YouTube,fitness tracker,"Not sure yet what to think about fitness tracker, still testing it out.",44,3,Neutral,Neutral
POST01355,2025-01-27 20:00,2025-01,Twitter,new movie release,"Not sure yet what to think about new movie release, still testing it out.",3,8,Neutral,Neutral
POST01946,2025-08-08 10:00,2025-08,Twitter,new smartphone,Loved the new smartphone at first but the recent update is buggy.,2,0,Positive,Negative
POST01921,2025-02-18 14:00,2025-02,YouTube,airline service,"The airline service is fine, price is a bit high though.",8,6,Neutral,Neutral
POST01644,2025-01-10 19:00,2025-01,Facebook,airline service,"Attended a webinar about airline service, learned a few things.",6,1,Neutral,Neutral
POST01868,2025-11-16 09:00,2025-11,Facebook,cloud gaming service,Loved the cloud gaming service at first but the recent update is buggy.,1,0,Negative,Negative
POST00796,2025-04-24 19:00,2025-04,Instagram,streaming app,"Terrible customer support for streaming app, waited hours for a reply. 😞",5,3,Negative,Negative
POST00646,2025-07-18 16:00,2025-07,Twitter,fitness tracker,Comparing fitness tracker with other options currently available.,3,6,Neutral,Neutral
POST01013,2025-03-09 05:00,2025-03,Twitter,food delivery app,"Really disappointed with food delivery app, expected way better. 👎",47,0,Negative,Negative
POST01858,2025-11-18 17:00,2025-11,Facebook,electric car,"The electric car is fine, price is a bit high though.",1,5,Neutral,Neutral
POST00557,2025-08-05 22:00,2025-08,YouTube,cloud gaming service,"Can't stop recommending cloud gaming service to my friends, it's brilliant. 😊",42,3,Positive,Positive
POST00682,2025-01-14 20:00,2025-01,Instagram,cloud gaming service,"Great value for money with cloud gaming service, totally worth it. 👍",49,10,Positive,Positive
POST00578,2025-03-19 00:00,2025-03,Instagram,electric car,"Not happy at all with electric car, total waste of money. 😡",8,2,Negative,Negative
POST01110,2025-03-15 23:00,2025-03,Twitter,airline service,"The airline service update ruined everything, please fix this asap.",1,4,Negative,Negative
POST01267,2025-06-24 05:00,2025-06,YouTube,new movie release,"Just tried the new movie release and I'm impressed, great experience overall. 🔥",20,2,Positive,Positive
POST01723,2025-10-25 01:00,2025-10,Facebook,streaming app,"The streaming app exceeded my expectations, five stars from me. ❤️",3,1,Positive,Positive
POST01184,2025-12-10 01:00,2025-12,Instagram,streaming app,"Really disappointed with streaming app, expected way better. 👎",19,0,Negative,Negative
POST00525,2025-05-29 18:00,2025-05,Facebook,electric car,The electric car has some new features this month. 🤔,23,0,Neutral,Neutral
POST01060,2025-10-02 10:00,2025-10,YouTube,streaming app,The streaming app is scheduled for release next week.,20,4,Neutral,Neutral
POST00541,2025-09-23 21:00,2025-09,Instagram,streaming app,"The streaming app update ruined everything, please fix this asap. 😡",0,3,Negative,Negative
POST01195,2025-02-26 14:00,2025-02,Instagram,online banking app,"Great value for money with online banking app, totally worth it. ❤️",49,4,Positive,Positive
POST01679,2025-01-04 05:00,2025-01,Facebook,electric car,"Great value for money with electric car, totally worth it. 😊",11,7,Positive,Positive
POST00749,2025-09-18 05:00,2025-09,YouTube,customer support,"Attended a webinar about customer support, learned a few things. 🤔",8,0,Neutral,Neutral
POST01871,2025-07-19 14:00,2025-07,Instagram,laptop brand,Loved the laptop brand at first but the recent update is buggy.,1,4,Negative,Negative
POST01431,2025-01-11 05:00,2025-01,YouTube,electric car,"Terrible customer support for electric car, waited hours for a reply. 😞",0,3,Negative,Negative
POST00485,2025-05-04 08:00,2025-05,Facebook,cloud gaming service,"Not sure yet what to think about cloud gaming service, still testing it out.",10,0,Neutral,Neutral
POST01758,2025-01-06 03:00,2025-01,Facebook,food delivery app,"Can't stop recommending food delivery app to my friends, it's brilliant. 🔥",8,12,Positive,Positive
POST00096,2025-06-21 10:00,2025-06,Facebook,food delivery app,"Really impressed by how well food delivery app performs, well done! 😊",15,6,Positive,Positive
POST01021,2025-01-22 19:00,2025-01,YouTube,customer support,"Can't stop recommending customer support to my friends, it's brilliant. 👍",2,7,Positive,Positive
POST00564,2025-03-27 11:00,2025-03,Facebook,laptop brand,"Not sure yet what to think about laptop brand, still testing it out.",2,2,Neutral,Neutral
POST01265,2025-02-19 17:00,2025-02,Facebook,online banking app,"Feeling let down by online banking app, it just doesn't work as promised. 👎",16,0,Negative,Negative
POST00743,2025-12-26 03:00,2025-12,Facebook,fitness tracker,"Absolutely loving the fitness tracker, works flawlessly! #happy 🔥",22,2,Positive,Positive
POST00864,2025-07-13 18:00,2025-07,YouTube,online banking app,"The online banking app update ruined everything, please fix this asap. 😞",20,6,Negative,Negative
POST01599,2025-07-15 06:00,2025-07,YouTube,laptop brand,"Can't stop recommending laptop brand to my friends, it's brilliant. 😊",9,1,Positive,Positive
POST01715,2025-03-16 23:00,2025-03,Facebook,streaming app,"Really disappointed with streaming app, expected way better. 👎",17,2,Negative,Negative
POST01485,2025-03-18 23:00,2025-03,YouTube,cloud gaming service,Here's a quick overview of the new cloud gaming service update. 🤔,19,8,Neutral,Neutral
POST00892,2025-07-04 17:00,2025-07,Facebook,online banking app,"Really impressed by how well online banking app performs, well done! 👍",55,2,Positive,Positive
POST01578,2025-04-22 09:00,2025-04,YouTube,food delivery app,"Can't stop recommending food delivery app to my friends, it's brilliant. ❤️",32,21,Positive,Positive
POST01039,2025-02-10 19:00,2025-02,YouTube,customer support,"The customer service for customer support was fantastic, quick and helpful. 😊",52,10,Positive,Positive
POST00207,2025-05-01 11:00,2025-05,YouTube,new movie release,"The new movie release was launched today, here are the specifications.",16,0,Neutral,Neutral
POST00393,2025-05-14 12:00,2025-05,Twitter,food delivery app,"Saw an ad for food delivery app today, might check it out later.",1,5,Neutral,Neutral
POST00795,2025-04-19 13:00,2025-04,Facebook,food delivery app,"Read an article about food delivery app today, fairly informative. 🤔",6,1,Neutral,Neutral
POST00871,2025-04-04 23:00,2025-04,Facebook,e-commerce sale,"Saw an ad for e-commerce sale today, might check it out later.",0,1,Neutral,Neutral
POST00398,2025-03-10 15:00,2025-03,Instagram,food delivery app,"Worst experience ever with food delivery app, would not recommend.",5,3,Neutral,Negative
POST00767,2025-09-21 03:00,2025-09,Instagram,streaming app,"Can't stop recommending streaming app to my friends, it's brilliant. 😊",10,12,Positive,Positive
POST01860,2025-03-14 00:00,2025-03,YouTube,airline service,"Decent airline service, does the job but support could be faster.",1,4,Neutral,Neutral
POST01242,2025-12-13 21:00,2025-12,YouTube,fitness tracker,"Just tried the fitness tracker and I'm impressed, great experience overall.",11,21,Positive,Positive
POST01029,2025-08-21 18:00,2025-08,Instagram,new smartphone,Why is new smartphone so slow today? Getting really annoyed.,13,2,Negative,Negative
POST01793,2025-09-14 23:00,2025-09,YouTube,laptop brand,"Not happy at all with laptop brand, total waste of money. 😞",5,6,Negative,Negative
POST00643,2025-08-14 14:00,2025-08,Facebook,new smartphone,"Terrible customer support for new smartphone, waited hours for a reply. 😞",7,4,Negative,Negative
POST01912,2025-05-29 05:00,2025-05,Twitter,new movie release,"Mixed feelings about new movie release, some parts great some not.",17,5,Neutral,Neutral
POST00613,2025-03-31 15:00,2025-03,Facebook,new movie release,"Absolutely loving the new movie release, works flawlessly! #happy 😊",10,21,Positive,Positive
POST01763,2025-05-13 00:00,2025-05,Instagram,new movie release,"Read an article about new movie release today, fairly informative. 🤔",0,0,Neutral,Neutral
POST00961,2025-10-09 12:00,2025-10,Instagram,streaming app,"Really impressed by how well streaming app performs, well done! 👍",48,1,Positive,Positive
POST01571,2025-10-02 09:00,2025-10,Instagram,new smartphone,"Worst experience ever with new smartphone, would not recommend. 👎",7,1,Negative,Negative
POST00726,2025-10-30 15:00,2025-10,YouTube,airline service,"Attended a webinar about airline service, learned a few things.",3,4,Neutral,Neutral
POST00684,2025-06-25 23:00,2025-06,Instagram,electric car,"Huge shoutout to the team behind electric car, amazing job!",15,5,Positive,Positive
POST00099,2025-04-16 13:00,2025-04,Twitter,customer support,"Can't stop recommending customer support to my friends, it's brilliant.",18,11,Positive,Positive
POST00805,2025-12-14 23:00,2025-12,Instagram,laptop brand,"The laptop brand broke down after just one week, very poor quality.",0,2,Negative,Negative
POST01752,2025-12-22 04:00,2025-12,YouTube,cloud gaming service,"Really impressed by how well cloud gaming service performs, well done! 🔥",49,5,Positive,Positive
POST01598,2025-10-18 01:00,2025-10,Twitter,laptop brand,"Not sure yet what to think about laptop brand, still testing it out. 🤔",0,1,Neutral,Neutral
POST00407,2025-01-02 23:00,2025-01,Facebook,customer support,Why is customer support so slow today? Getting really annoyed. 😡,3,12,Negative,Negative
POST00503,2025-04-11 14:00,2025-04,Facebook,laptop brand,"The laptop brand keeps crashing, so frustrating to deal with. 👎",9,3,Negative,Negative
POST01072,2025-01-03 09:00,2025-01,Twitter,customer support,"Really disappointed with customer support, expected way better. 😡",3,0,Negative,Negative
POST01057,2025-12-18 10:00,2025-12,Twitter,new smartphone,Here's a quick overview of the new new smartphone update.,6,4,Neutral,Neutral
POST00930,2025-12-15 09:00,2025-12,YouTube,new movie release,"Super smooth experience with new movie release today, very happy customer here. 🔥",75,42,Positive,Positive
POST00780,2025-03-27 17:00,2025-03,Twitter,airline service,"Really impressed by how well airline service performs, well done! 😊",3,4,Positive,Positive
POST01864,2025-05-25 11:00,2025-05,Twitter,food delivery app,"The food delivery app is okay I guess, nothing special but works.",10,0,Neutral,Neutral
POST00201,2025-11-09 07:00,2025-11,Facebook,new smartphone,"Just tried the new smartphone and I'm impressed, great experience overall. ❤️",8,1,Positive,Positive
POST00135,2025-10-21 09:00,2025-10,Twitter,airline service,"The airline service update ruined everything, please fix this asap.",21,1,Negative,Negative
POST01052,2025-12-29 09:00,2025-12,Instagram,streaming app,Why is streaming app so slow today? Getting really annoyed. 😡,7,4,Negative,Negative
POST00041,2025-01-28 21:00,2025-01,YouTube,customer support,"The customer support was launched today, here are the specifications. 🤔",27,1,Neutral,Neutral
POST01018,2025-07-29 00:00,2025-07,Twitter,food delivery app,"Terrible customer support for food delivery app, waited hours for a reply.",3,1,Negative,Negative
POST00231,2025-04-25 03:00,2025-04,YouTube,cloud gaming service,"Super smooth experience with cloud gaming service today, very happy customer here.",13,5,Positive,Positive
POST01514,2025-06-24 06:00,2025-06,Facebook,food delivery app,"Great value for money with food delivery app, totally worth it.",4,5,Positive,Positive
POST01797,2025-08-08 07:00,2025-08,Twitter,new movie release,"Feeling let down by new movie release, it just doesn't work as promised. 😞",23,0,Negative,Negative
POST00379,2025-12-09 16:00,2025-12,Twitter,food delivery app,Why is food delivery app so slow today? Getting really annoyed. 😞,0,7,Negative,Negative
POST00289,2025-11-29 10:00,2025-11,Twitter,laptop brand,"Worst experience ever with laptop brand, would not recommend. 😞",9,0,Negative,Negative
POST00419,2025-09-15 09:00,2025-09,Instagram,new smartphone,Why is new smartphone so slow today? Getting really annoyed. 👎,6,0,Negative,Negative
